2023-12-12 09:40:30,068 | INFO | main - line_no 149 : Bot online 
2023-12-12 13:33:32,584 | INFO | main - line_no 175 : Bot online 
2023-12-12 13:34:07,073 | INFO | main - line_no 38 : Billboard updated successfully 
2023-12-12 13:34:16,232 | INFO | main - line_no 38 : Citizen updated successfully 
2023-12-12 13:34:17,967 | INFO | main - line_no 38 : Animecorner updated successfully 
2023-12-12 13:34:20,805 | INFO | main - line_no 38 : Soompi updated successfully 
2023-12-12 13:34:23,913 | INFO | main - line_no 38 : Tmz updated successfully 
2023-12-12 13:34:26,400 | INFO | main - line_no 38 : Animesenpai updated successfully 
2023-12-12 13:36:02,535 | INFO | main - line_no 174 : Bot online 
2023-12-12 13:36:08,640 | INFO | main - line_no 38 : Billboard updated successfully 
2023-12-12 13:36:10,717 | INFO | main - line_no 38 : Citizen updated successfully 
2023-12-12 13:36:12,947 | INFO | main - line_no 38 : Animecorner updated successfully 
2023-12-12 13:36:15,552 | INFO | main - line_no 38 : Soompi updated successfully 
2023-12-12 13:36:17,465 | INFO | main - line_no 38 : Tmz updated successfully 
2023-12-12 13:36:19,991 | INFO | main - line_no 38 : Animesenpai updated successfully 
2023-12-12 13:36:40,741 | INFO | main - line_no 38 : Billboard updated successfully 
2023-12-12 13:36:47,653 | INFO | main - line_no 38 : Citizen updated successfully 
2023-12-12 13:36:49,271 | INFO | main - line_no 38 : Animecorner updated successfully 
2023-12-12 13:36:52,008 | INFO | main - line_no 38 : Soompi updated successfully 
2023-12-12 13:36:54,021 | ERROR | __init__ - line_no 1083 : Threaded polling exception: A request to the Telegram API was unsuccessful. Error code: 400. Description: Bad Request: MESSAGE_TOO_LONG 
2023-12-12 13:36:54,028 | ERROR | __init__ - line_no 1085 : Exception traceback:
Traceback (most recent call last):
  File "C:\Users\Administrator\Projects\Local Bot\Echo bot\venv\lib\site-packages\telebot\__init__.py", line 1074, in __threaded_polling
    self.worker_pool.raise_exceptions()
  File "C:\Users\Administrator\Projects\Local Bot\Echo bot\venv\lib\site-packages\telebot\util.py", line 147, in raise_exceptions
    raise self.exception_info
  File "C:\Users\Administrator\Projects\Local Bot\Echo bot\venv\lib\site-packages\telebot\util.py", line 90, in run
    task(*args, **kwargs)
  File "C:\Users\Administrator\Projects\Local Bot\Echo bot\venv\lib\site-packages\telebot\__init__.py", line 6801, in _run_middlewares_and_handler
    result = handler['function'](message)
  File "C:\Users\Administrator\Projects\Local Bot\Echo bot\main.py", line 169, in callback
    bot.edit_message_text(chat_id=call.message.chat.id,message_id=message_id,
  File "C:\Users\Administrator\Projects\Local Bot\Echo bot\venv\lib\site-packages\telebot\__init__.py", line 3839, in edit_message_text
    result = apihelper.edit_message_text(self.token, text, chat_id, message_id, inline_message_id, parse_mode,
  File "C:\Users\Administrator\Projects\Local Bot\Echo bot\venv\lib\site-packages\telebot\apihelper.py", line 1327, in edit_message_text
    return _make_request(token, method_url, params=payload, method='post')
  File "C:\Users\Administrator\Projects\Local Bot\Echo bot\venv\lib\site-packages\telebot\apihelper.py", line 162, in _make_request
    json_result = _check_result(method_name, result)
  File "C:\Users\Administrator\Projects\Local Bot\Echo bot\venv\lib\site-packages\telebot\apihelper.py", line 189, in _check_result
    raise ApiTelegramException(method_name, result, result_json)
telebot.apihelper.ApiTelegramException: A request to the Telegram API was unsuccessful. Error code: 400. Description: Bad Request: MESSAGE_TOO_LONG
 
2023-12-12 13:36:54,209 | INFO | main - line_no 38 : Tmz updated successfully 
2023-12-12 13:36:57,276 | INFO | main - line_no 38 : Animesenpai updated successfully 
2023-12-12 13:40:17,434 | INFO | main - line_no 174 : Bot online 
2023-12-12 13:40:30,655 | INFO | main - line_no 38 : Billboard updated successfully 
2023-12-12 13:40:42,034 | INFO | main - line_no 38 : Citizen updated successfully 
2023-12-12 13:40:43,608 | INFO | main - line_no 38 : Animecorner updated successfully 
2023-12-12 13:40:46,466 | INFO | main - line_no 38 : Soompi updated successfully 
2023-12-12 13:40:48,118 | INFO | main - line_no 38 : Tmz updated successfully 
2023-12-12 13:40:50,260 | INFO | main - line_no 38 : Animesenpai updated successfully 
2023-12-12 13:42:40,530 | INFO | main - line_no 174 : Bot online 
2023-12-12 13:42:52,092 | INFO | main - line_no 38 : Billboard updated successfully 
2023-12-12 13:42:58,744 | INFO | main - line_no 38 : Citizen updated successfully 
2023-12-12 13:43:00,989 | INFO | main - line_no 38 : Animecorner updated successfully 
2023-12-12 13:43:03,517 | INFO | main - line_no 38 : Soompi updated successfully 
2023-12-12 13:43:05,779 | INFO | main - line_no 38 : Tmz updated successfully 
2023-12-12 13:43:14,712 | INFO | main - line_no 38 : Animesenpai updated successfully 
2023-12-12 13:46:04,142 | INFO | main - line_no 174 : Bot online 
2023-12-12 13:46:15,707 | INFO | main - line_no 38 : Billboard updated successfully 
2023-12-12 13:46:17,817 | INFO | main - line_no 38 : Citizen updated successfully 
2023-12-12 13:46:20,088 | INFO | main - line_no 38 : Animecorner updated successfully 
2023-12-12 13:46:22,639 | INFO | main - line_no 38 : Soompi updated successfully 
2023-12-12 13:46:24,584 | INFO | main - line_no 38 : Tmz updated successfully 
2023-12-12 13:46:34,185 | INFO | main - line_no 38 : Animesenpai updated successfully 
2023-12-12 13:47:23,774 | INFO | main - line_no 38 : Billboard updated successfully 
2023-12-12 13:47:25,883 | INFO | main - line_no 38 : Citizen updated successfully 
2023-12-12 13:47:28,217 | INFO | main - line_no 38 : Animecorner updated successfully 
2023-12-12 13:47:35,036 | INFO | main - line_no 38 : Soompi updated successfully 
2023-12-12 13:47:36,753 | INFO | main - line_no 38 : Tmz updated successfully 
2023-12-12 13:47:39,259 | INFO | main - line_no 38 : Animesenpai updated successfully 
2023-12-12 13:49:02,849 | INFO | main - line_no 38 : Billboard updated successfully 
2023-12-12 13:49:04,907 | INFO | main - line_no 38 : Citizen updated successfully 
2023-12-12 13:49:11,809 | INFO | main - line_no 38 : Animecorner updated successfully 
2023-12-12 13:49:14,527 | INFO | main - line_no 38 : Soompi updated successfully 
2023-12-12 13:49:23,204 | INFO | main - line_no 38 : Tmz updated successfully 
2023-12-12 13:49:33,008 | INFO | main - line_no 38 : Animesenpai updated successfully 
2023-12-12 14:21:43,368 | INFO | main - line_no 160 : Bot online 
2023-12-12 14:23:14,832 | INFO | main - line_no 160 : Bot online 
2023-12-12 15:06:29,883 | INFO | main - line_no 160 : Bot online 
2023-12-12 15:06:34,625 | INFO | main - line_no 38 : Billboard updated successfully 
2023-12-12 15:06:37,027 | ERROR | main - line_no 37 : Error 'A request to the Telegram API was unsuccessful. Error code: 400. Description: Bad Request: chat not found' occured when sending citizen data 
2023-12-12 15:06:37,310 | ERROR | main - line_no 37 : Error 'A request to the Telegram API was unsuccessful. Error code: 400. Description: Bad Request: chat not found' occured when sending citizen data 
2023-12-12 15:06:37,637 | ERROR | main - line_no 37 : Error 'A request to the Telegram API was unsuccessful. Error code: 400. Description: Bad Request: chat not found' occured when sending citizen data 
2023-12-12 15:06:38,011 | ERROR | main - line_no 37 : Error 'A request to the Telegram API was unsuccessful. Error code: 400. Description: Bad Request: chat not found' occured when sending citizen data 
2023-12-12 15:06:38,209 | INFO | main - line_no 38 : Citizen updated successfully 
2023-12-12 15:06:42,981 | INFO | main - line_no 38 : Animecorner updated successfully 
2023-12-12 15:06:45,778 | INFO | main - line_no 38 : Soompi updated successfully 
2023-12-12 15:06:48,660 | INFO | main - line_no 38 : Tmz updated successfully 
2023-12-12 15:06:54,797 | INFO | main - line_no 38 : Animesenpai updated successfully 
2023-12-12 16:13:26,807 | INFO | main - line_no 164 : Bot online 
2023-12-12 16:13:31,938 | ERROR | __init__ - line_no 1083 : Threaded polling exception: A request to the Telegram API was unsuccessful. Error code: 409. Description: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running 
2023-12-12 16:13:31,941 | ERROR | __init__ - line_no 1085 : Exception traceback:
Traceback (most recent call last):
  File "C:\Users\Administrator\Projects\Local Bot\Echo bot\venv\lib\site-packages\telebot\__init__.py", line 1073, in __threaded_polling
    polling_thread.raise_exceptions()
  File "C:\Users\Administrator\Projects\Local Bot\Echo bot\venv\lib\site-packages\telebot\util.py", line 108, in raise_exceptions
    raise self.exception_info
  File "C:\Users\Administrator\Projects\Local Bot\Echo bot\venv\lib\site-packages\telebot\util.py", line 90, in run
    task(*args, **kwargs)
  File "C:\Users\Administrator\Projects\Local Bot\Echo bot\venv\lib\site-packages\telebot\__init__.py", line 649, in __retrieve_updates
    updates = self.get_updates(offset=(self.last_update_id + 1),
  File "C:\Users\Administrator\Projects\Local Bot\Echo bot\venv\lib\site-packages\telebot\__init__.py", line 623, in get_updates
    json_updates = apihelper.get_updates(self.token, offset, limit, timeout, allowed_updates, long_polling_timeout)
  File "C:\Users\Administrator\Projects\Local Bot\Echo bot\venv\lib\site-packages\telebot\apihelper.py", line 321, in get_updates
    return _make_request(token, method_url, params=payload)
  File "C:\Users\Administrator\Projects\Local Bot\Echo bot\venv\lib\site-packages\telebot\apihelper.py", line 162, in _make_request
    json_result = _check_result(method_name, result)
  File "C:\Users\Administrator\Projects\Local Bot\Echo bot\venv\lib\site-packages\telebot\apihelper.py", line 189, in _check_result
    raise ApiTelegramException(method_name, result, result_json)
telebot.apihelper.ApiTelegramException: A request to the Telegram API was unsuccessful. Error code: 409. Description: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
 
2023-12-12 16:14:04,750 | INFO | main - line_no 164 : Bot online 
2023-12-12 16:14:09,363 | ERROR | __init__ - line_no 1083 : Threaded polling exception: A request to the Telegram API was unsuccessful. Error code: 409. Description: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running 
2023-12-12 16:14:09,366 | ERROR | __init__ - line_no 1085 : Exception traceback:
Traceback (most recent call last):
  File "C:\Users\Administrator\Projects\Local Bot\Echo bot\venv\lib\site-packages\telebot\__init__.py", line 1073, in __threaded_polling
    polling_thread.raise_exceptions()
  File "C:\Users\Administrator\Projects\Local Bot\Echo bot\venv\lib\site-packages\telebot\util.py", line 108, in raise_exceptions
    raise self.exception_info
  File "C:\Users\Administrator\Projects\Local Bot\Echo bot\venv\lib\site-packages\telebot\util.py", line 90, in run
    task(*args, **kwargs)
  File "C:\Users\Administrator\Projects\Local Bot\Echo bot\venv\lib\site-packages\telebot\__init__.py", line 649, in __retrieve_updates
    updates = self.get_updates(offset=(self.last_update_id + 1),
  File "C:\Users\Administrator\Projects\Local Bot\Echo bot\venv\lib\site-packages\telebot\__init__.py", line 623, in get_updates
    json_updates = apihelper.get_updates(self.token, offset, limit, timeout, allowed_updates, long_polling_timeout)
  File "C:\Users\Administrator\Projects\Local Bot\Echo bot\venv\lib\site-packages\telebot\apihelper.py", line 321, in get_updates
    return _make_request(token, method_url, params=payload)
  File "C:\Users\Administrator\Projects\Local Bot\Echo bot\venv\lib\site-packages\telebot\apihelper.py", line 162, in _make_request
    json_result = _check_result(method_name, result)
  File "C:\Users\Administrator\Projects\Local Bot\Echo bot\venv\lib\site-packages\telebot\apihelper.py", line 189, in _check_result
    raise ApiTelegramException(method_name, result, result_json)
telebot.apihelper.ApiTelegramException: A request to the Telegram API was unsuccessful. Error code: 409. Description: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
 
2023-12-12 16:14:44,820 | INFO | main - line_no 164 : Bot online 
2023-12-12 16:14:56,813 | INFO | main - line_no 164 : Bot online 
